Incident,Call Date,Call Time,Location,Nature,Disposition,Report Number,District
2022137225,5/17/22,17:29:16,RIVA RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022136484,5/17/22,2:36:52,ARBOR DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-717002,2D2
2022136221,5/16/22,19:06:03,BROADNECK PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3D2
2022136179,5/16/22,18:12:51,MUNROE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D1
2022135535,5/16/22,6:08:26,MATILDA LN,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2B2
2022135360,5/15/22,22:36:38,ADMIRAL DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716860,4A1
2022135010,5/15/22,13:09:32,EDGERLY RD,53 - OVERDOSE,19 - DOMESTIC - PRIMARY 2,2022-716820,2D2
2022134492,5/14/22,22:04:45,E HOWARD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716773,2D3
2022134350,5/14/22,17:05:14,CEDAR DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4B1
2022133903,5/14/22,5:55:05,KNIGHTSBRIDGE TURN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716685,5D1
2022133682,5/13/22,21:52:57,MEADE VILLAGE CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5B2
2022133678,5/13/22,21:47:40,INTERNATIONAL DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-716656,2B1
2022133680,5/13/22,21:46:50,INTERNATIONAL DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B1
2022133608,5/13/22,20:09:56,WELCHS DR,53 - OVERDOSE,51 - CHECK SUBJECT-PRIMARY3,,4B2
2022133493,5/13/22,17:53:40,TALL PINES CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-716635,3B2
2022132708,5/13/22,4:48:43,ADMIRAL COCHRANE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716527,4A2
2022132707,5/13/22,4:47:23,RITCHIE HWY,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2A3
2022132698,5/13/22,4:23:29,GROVE PARK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716525,2A3
2022132399,5/12/22,20:02:02,W SHADY SIDE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4C2
2022132398,5/12/22,20:01:02,KING MALCOLM AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716502,5C3
2022132379,5/12/22,19:46:24,WARWICKSHIRE LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716500,2A2
2022132184,5/12/22,16:31:57,E HOWARD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716468,2D3
2022132147,5/12/22,15:53:15,CRAIN HWY N,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716464,2C1
2022131923,5/12/22,12:45:36,DISNEY RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-716435,5B1
2022131764,5/12/22,10:05:47,BROCK BRIDGE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-716414,5A1
2022131275,5/11/22,22:35:02,QUEENS PARK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3A2
2022130934,5/11/22,15:49:35,26TH ST,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5B1
2022130275,5/11/22,3:13:36,WHITE WATER CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716250,2A2
2022130085,5/10/22,22:33:15,WARWICKSHIRE LN,53 - OVERDOSE,33 - ASSIST - PRIMARY 3,,2A2
2022129783,5/10/22,17:14:15,CHESAPEAKE CENTER CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C2
2022129542,5/10/22,13:55:49,DAVIDSONVILLE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716172,5D1
2022128803,5/9/22,20:39:16,WREN WAY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-716075,2D2
2022128738,5/9/22,19:16:31,CIRCLE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022128322,5/9/22,13:11:17,SOUTHERLY RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022128131,5/9/22,10:22:57,CIRCLE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5D3
2022127493,5/8/22,17:33:06,AMERICANA CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-715920,2D2
2022126520,5/7/22,12:36:54,RETREAT CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-715797,5C2
2022126142,5/6/22,23:36:07,SIMSBURY CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-715748,5D2
2022124958,5/5/22,22:04:15,BUDDING BRANCH RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-715568,3B1
2022122278,5/3/22,16:17:34,SHORE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-715207,4B3
2022122213,5/3/22,15:22:29,LOWER MAGOTHY BEACH RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3C3
2022121738,5/3/22,8:02:44,BELLE DORA CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-715129,3D2
2022121554,5/3/22,1:17:10,KUETHE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-715116,2C1
2022121427,5/2/22,22:45:18,RICHFIELD DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5B2
2022121284,5/2/22,20:05:31,FOREST DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A2
2022120502,5/2/22,4:57:16,BEACH RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-714961,4B3
2022120280,5/1/22,21:33:19,KING MALCOLM AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C3
2022119938,5/1/22,12:02:14,WOMACK DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A2
2022119914,5/1/22,11:19:59,E ORDNANCE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022119601,5/1/22,0:19:11,ASTER DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-714851,2C1
2022118896,4/30/22,7:59:13,ARUNDEL MILLS CIR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5.00E+02
2022118890,4/30/22,7:47:02,LAUREL FORT MEADE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-714753,5A2
2022118579,4/29/22,21:33:36,3RD AVE SW,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D1
2022118397,4/29/22,17:45:34,GENINE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-714707,2C2
2022117157,4/28/22,15:08:37,KNIGHTSBRIDGE TURN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-714550,5D1
2022117148,4/28/22,15:02:20,TELEGRAPH RD/REECE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C1
2022117007,4/28/22,12:21:49,PENINSULA FARM RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-714525,3D1
2022116493,4/27/22,23:18:32,CEDAR DR,53 - OVERDOSE,23 - DEATH 2,2022-714481,2D3
2022115748,4/27/22,8:33:01,WEST VIRGINIA AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-714390,5C2
2022115613,4/27/22,4:50:32,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022115377,4/26/22,22:08:46,W MEADOW RD/BELLE GROVE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022115114,4/26/22,15:13:50,PINE VALLEY DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-714328,3D2
2022114458,4/26/22,1:08:09,GREENLEAF TER,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3B1
2022114323,4/25/22,21:51:11,HADFIELD CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-714233,3A2
2022114267,4/25/22,20:04:18,SHARONWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5A2
2022114232,4/25/22,19:20:04,GATEWATER CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-714220,2C2
2022114032,4/25/22,15:42:27,MEADE VILLAGE CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-714189,5B2
2022112999,4/24/22,16:28:12,MARGATE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-714075,2C2
2022112339,4/23/22,22:13:58,ARUNDEL MILLS CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5.00E+01
2022112305,4/23/22,21:19:57,CAMP MEADE RD S,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2B1
2022112246,4/23/22,19:53:47,CORONET DR/REGENCY CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713965,2B2
2022112233,4/23/22,19:39:29,DIAMOND DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4C3
2022112228,4/23/22,19:36:26,DEFENSE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713971,5D1
2022112218,4/23/22,19:20:38,CORONET DR/REGENCY CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713963,2B2
2022112213,4/23/22,19:13:43,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,51 - CHECK SUBJECT-PRIMARY3,,2D3
2022112162,4/23/22,18:08:01,AMERICANA CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D2
2022111983,4/23/22,14:39:53,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-713937,2D2
2022111390,4/22/22,22:37:40,BEAGHAN DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-713879,2D3
2022111282,4/22/22,20:04:46,RITCHIE HWY/FARRINGTON RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-713869,2D2
2022111228,4/22/22,18:52:42,BLACKBIRD HILL LN,53 - OVERDOSE,33 - ASSIST - PRIMARY 3,,5A2
2022111046,4/22/22,15:50:21,OAKWOOD STATION RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713842,2D2
2022110885,4/22/22,13:36:18,CIRCLE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-713823,5D3
2022110699,4/22/22,10:23:58,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713788,2C1
2022110479,4/22/22,7:05:07,CARRERA LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713764,3D1
2022110037,4/21/22,18:09:49,COMMISSARY CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713734,5B1
2022109061,4/20/22,20:52:47,MOUNTAIN RIDGE CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3B2
2022108994,4/20/22,19:21:17,OLD STAGE RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3B1
2022108877,4/20/22,17:03:15,WOOD TREE CIR,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,3D3
2022106912,4/18/22,17:45:46,W MEADOW RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022106878,4/18/22,16:35:59,MONTAGUE CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713308,3B1
2022106613,4/18/22,10:56:31,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-713256,2C1
2022106449,4/18/22,6:31:54,REENWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-713234,2B1
2022106362,4/18/22,2:20:24,MEADE VILLAGE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5B2
2022106037,4/17/22,17:28:18, THELMA AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D1
2022105335,4/16/22,18:11:51,QUIET HOLLOW CT,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,3B2
2022104695,4/16/22,0:16:21,JUMPERS HOLE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3C1
2022104627,4/15/22,23:04:16,BROOKWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022104445,4/15/22,18:56:51,ARWELL CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712988,5B2
2022104365,4/15/22,17:21:20,SWAMP CIRCLE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712976,4C3
2022104362,4/15/22,17:19:14,BROOKWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712974,2A1
2022104242,4/15/22,15:05:10,FAIR BREEZE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C1
2022103831,4/15/22,6:40:07,HALLMARK DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-712911,5C1
2022103683,4/15/22,1:23:35,JACOBS RD W,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5B2
2022103562,4/14/22,23:14:32,OAK CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-712889,4A1
2022103437,4/14/22,19:40:30,RAPID WATER WAY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022103381,4/14/22,18:25:54,SILENT CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C3
2022103308,4/14/22,17:08:27,CRAIN HWY N,53 - OVERDOSE,23 - DEATH 2,2022-712853,2C1
2022103290,4/14/22,16:50:00,BENESCH CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712852,2D3
2022102262,4/13/22,19:19:44,MOUNTAIN RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3A3
2022102212,4/13/22,18:04:12,BOULEVARD PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712734,2B2
2022101258,4/12/22,18:18:12,CARRIAGE CT/CARRIAGE CIR,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-712600,5B1
2022101169,4/12/22,16:16:47, DIVIDING RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-712578,3D1
2022100727,4/12/22,8:16:33,FOXFARM LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3B2
2022100454,4/11/22,21:20:37,RIVA RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4B1
2022100388,4/11/22,19:55:36,FITZ CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712467,3A2
2022099926,4/11/22,11:51:50,BLACKBIRD HILL LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5A2
2022099250,4/10/22,16:38:32,PLYMOUTH LN,53 - OVERDOSE,19 - DOMESTIC - PRIMARY 2,,2D1
2022098594,4/9/22,21:20:24,STINCHCOMB RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712238,3D1
2022098378,4/9/22,16:29:18,WINTERSON RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2B1
2022098330,4/9/22,15:39:25,OLD LINE AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5A1
2022097937,4/9/22,6:56:22,SCANLAN DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712164,2B3
2022097764,4/8/22,23:57:44,HOPKINS ST,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B2
2022097020,4/8/22,10:40:57,RIVA RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712038,4A2
2022096801,4/8/22,6:00:18,W MEADOW RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-712011,2A3
2022096605,4/7/22,23:22:58,TOWNSEND AVE,53 - OVERDOSE,19 - DOMESTIC - PRIMARY 2,2022-712004,2A1
2022096561,4/7/22,21:31:36,POPLAR RIDGE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-711994,3A3
2022095396,4/6/22,17:32:31,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A2
2022095081,4/6/22,12:14:37,BROOKWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-711759,2A1
2022094966,4/6/22,9:29:47,W MEADOW RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-711733,2A3
2022094758,4/6/22,3:22:31,WARWICKSHIRE LN,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2A2
2022094619,4/5/22,20:16:08,BRIGHTWATER BEACH RD,53 - OVERDOSE,23 - DEATH 2,2022-711690,2D3
2022093728,4/4/22,23:42:34,PINNACLE DR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2B1
2022093573,4/4/22,19:48:47,FOREST GLEN DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3A4
2022092888,4/4/22,8:39:13,LAUREL FORT MEADE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5A2
2022092775,4/4/22,4:53:17, W MEADOW RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-711407,2A3
2022092140,4/3/22,10:02:43,ARUNDEL MILLS CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5.00E+02
2022092099,4/3/22,8:38:11,TOWNE CENTRE BLVD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022091331,4/2/22,12:29:54,ALBERT DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D3
2022091119,4/2/22,3:59:08,CHARANTE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-711223,5C1
2022090826,4/1/22,20:41:28, THOMAS RD,53 - OVERDOSE,23 - DEATH 2,2022-711191,2C2
2022090658,4/1/22,16:56:31,MOUNT ZION MARLBORO RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-711158,4C1
2022089982,4/1/22,2:32:04,QUEENS PARK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-711075,3A2
2022089712,3/31/22,19:18:28,SHARON DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3A3
2022089316,3/31/22,12:26:08,PARKE WEST DR,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-710992,5C1
2022088702,3/30/22,20:33:20,CIRCLE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710931,3A1
2022087342,3/29/22,15:14:03,FOX DEN LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710731,3B3
2022087082,3/29/22,11:06:29,KINGS RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710694,3A2
2022086950,3/29/22,8:09:31,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022085925,3/28/22,7:46:28,WINDING WOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710514,3B1
2022085803,3/28/22,2:24:39,CHESTNUT TRL,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710504,5D3
2022085637,3/27/22,21:54:24,GLEN HOLLOW DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710492,3B2
2022085569,3/27/22,19:27:49,JACINTO CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710474,5D2
2022085408,3/27/22,15:25:23,ARLEIGH RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710451,3C2
2022085370,3/27/22,14:19:19,BROADNECK PL,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710442,3D2
2022085060,3/27/22,4:53:36,MARLTON CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710403,5B1
2022084987,3/27/22,2:18:56,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C1
2022084606,3/26/22,16:42:53,209TH ST,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710359,3A2
2022084389,3/26/22,11:08:30,SHIPS BELL CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710323,4A2
2022083921,3/25/22,20:29:07,LOYD LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B3
2022083807,3/25/22,18:05:28,ELKRIDGE LANDING RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B1
2022083798,3/25/22,17:54:52,FURNACE BRANCH RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710263,2C2
2022082880,3/24/22,20:41:28,CROWELL CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710149,3D2
2022082560,3/24/22,14:54:13,MAIN AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710107,3A1
2022082264,3/24/22,9:21:32,TANEY AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-710070,2A1
2022081997,3/23/22,23:51:58,KENTUCKY AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-710041,3A4
2022081604,3/23/22,13:00:12,DAUNTSEY DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3D1
2022080990,3/22/22,21:25:11,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D2
2022080952,3/22/22,20:30:23,HOLLYWOOD CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2C2
2022079967,3/21/22,23:52:04,RIDGE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709767,5A3
2022079913,3/21/22,22:37:43,FORT SMALLWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709757,3A1
2022079861,3/21/22,21:05:13,WILD CRANBERRY DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709746,5D3
2022079084,3/21/22,7:49:59,DRYDEN WAY,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-709636,5D1
2022078937,3/21/22,2:06:29,WOODLAND RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-709620,3C2
2022078577,3/20/22,16:56:06,FORT SMALLWOOD RD,53 - OVERDOSE,51 - CHECK SUBJECT-PRIMARY3,,3A3
2022078560,3/20/22,16:31:26,ADMIRAL COCHRANE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709580,4A2
2022078397,3/20/22,12:59:13,KINTOP RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709562,2D2
2022078174,3/20/22,6:35:09,CARRERA LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709524,3D1
2022077961,3/19/22,23:27:33,RITCHIE HWY,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2A3
2022077360,3/19/22,11:29:23,GREENLEAF TER,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B1
2022076904,3/18/22,22:45:38,RETREAT CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C2
2022076558,3/18/22,16:45:24,SOLOMONS ISLAND RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709349,4A2
2022076142,3/18/22,10:31:10,BUSCHS FRONTAGE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709294,3D3
2022075758,3/18/22,0:10:38,PATRICIA AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709254,2B1
2022075699,3/17/22,22:00:07,HICKORY NUT CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-709247,3C1
2022075477,3/17/22,16:43:28,5TH AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A3
2022074686,3/16/22,20:08:19,GREENLEAF TER,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-709111,3B1
2022074626,3/16/22,18:40:51,CAROLYN RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-709098,3B1
2022074289,3/16/22,13:21:48,HOSPITAL DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3B2
2022072842,3/15/22,10:16:48,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D3
2022072817,3/15/22,9:54:00,EVERGREEN RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C1
2022072471,3/15/22,0:16:37,MARY CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B3
2022072416,3/14/22,22:37:45,PAFEL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-708853,4A1
2022071817,3/14/22,10:32:42,MOUNTAIN RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3A3
2022071243,3/13/22,19:14:06,NURSERY RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-708697,2B2
2022070682,3/13/22,0:42:26,GEORGIA AVE NE,53 - OVERDOSE,23 - DEATH 2,2022-708627,2C1
2022070630,3/12/22,23:18:30,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,23 - DEATH 2,2022-708621,3D1
2022070208,3/12/22,11:23:52,MARLEY AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C2
2022070194,3/12/22,10:48:47,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,74 - OPER UNDER INFLUENCE 3,2022-708575,2B3
2022070144,3/12/22,8:24:36,RUXSHIRE DR,53 - OVERDOSE,23 - DEATH 2,2022-708570,3D1
2022069430,3/11/22,14:30:03,1ST AVE E,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B3
2022069375,3/11/22,13:36:55,HARRY S TRUMAN PKWY,53 - OVERDOSE,40 - SUMMONS/WARRANT SVC 3,2022-708449,4A2
2022069127,3/11/22,9:34:42,LAUREL FORT MEADE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-708411,5A2
2022068819,3/11/22,0:28:33,FOREST DR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,4A2
2022068726,3/10/22,22:52:19,LONGWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-708369,4B3
2022068398,3/10/22,16:20:22,GLEN RIDGE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-708321,2C1
2022067660,3/10/22,1:47:28,HICKORY NUT CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-708230,3C1
