call_number,date,location,district,neighborhood,zip_code
P222533203,2022-09-10,LIGHT RAIL - UNIV OF BALTO BALTIMORE MD,CD,Mid-Town Belvedere,21217
P222552526,2022-09-12,400 S KRESSON ST BALTIMORE MD,SE,Canton Industrial Area,21224
P222554853,2022-09-12,4800 WRIGHT AV BALTIMORE MD,NE,Armistead Gardens,21205
P222564721,2022-09-13,5700 PARK HEIGHTS AV BALTIMORE MD,NW,Glen,21215
P222573144,2022-09-14,2900 EDGECOMBE CI S BALTIMORE MD,ND,Parklane,21215
P220642357,2022-03-05,2200 W FAYETTE ST BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P220653473,2022-03-06,7000 PARK HEIGHTS AV BALTIMORE MD,NW,Fallstaff,21215
P222922909,2022-10-19,DRUID HILL PARK BALTIMORE MD,ND,Druid Hill Park,21217
P220291862,2022-01-29,600 PITCHER ST BALTIMORE MD,CD,Upton,21217
P220311345,2022-01-31,1000 ELLICOTT DY BALTIMORE MD,SW,Franklintown Road,21216
P220312435,2022-01-31,1900 MARYLAND AV BALTIMORE MD,CD,Charles North,21201
P220323341,2022-02-01,800 W LANVALE ST BALTIMORE MD,CD,Upton,21217
P220332424,2022-02-02,1000 E EAGER ST BALTIMORE MD,ED,Johnston Square,21202
P220332654,2022-02-02,W COLD SPRING LN and WABASH AV BALTIMORE MD,NW,Ashburton,21215
P221853423,2022-07-04,2300 E FEDERAL ST BALTIMORE MD,ED,Broadway East,21213
P221864394,2022-07-05,5100 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P221882278,2022-07-07,6600 FAIRDEL AV BALTIMORE MD,NE,Rosemont East,21206
P222575083,2022-09-14,2800 EDMONDSON AV BALTIMORE MD,WD,Mosher,21223
P222592684,2022-09-16,2400 PENNSYLVANIA AV BALTIMORE MD,WD,Penn North,21217
P222592763,2022-09-16,1900 ST PAUL ST BALTIMORE MD,CD,Barclay,21218
P222601542,2022-09-17,100 S ANN ST BALTIMORE MD,SE,Upper Fells Point,21231
P220692115,2022-03-10,METRO STATION - ROGERS AV BALTIMORE MD,NW,Woodmere,21215
P220700528,2022-03-11,2500 GREENMOUNT AV BALTIMORE MD,ND,Harwood,21218
P222964012,2022-10-23,100 MCMECHEN ST BALTIMORE MD,CD,Bolton Hill,21217
P222970017,2022-10-24,2100 WINDSOR GARDENS LN BALTIMORE MD,SW,Wakefield,21207
P222972108,2022-10-24,4500 EDMONDSON AV BALTIMORE MD,SW,Rognel Heights,21229
P222972868,2022-10-24,W BALTIMORE ST and N GILMOR ST BALTIMORE MD,WD,Franklin Square,21223
P222992843,2022-10-26,JACK ST and 0RD ST BALTIMORE MD,SD,Brooklyn,21225
P220333464,2022-02-02,1600 E OLIVER ST BALTIMORE MD,ED,Oliver,21213
P220353672,2022-02-04,2600 ROBB ST BALTIMORE MD,NE,Coldstream Homestead Montebello,21218
P220371870,2022-02-06,2100 W BALTIMORE ST BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P221902380,2022-07-09,2500 EDMONDSON AV BALTIMORE MD,WD,Rosemont Homeowners/Tenants,21223
P221902579,2022-07-09,1800 BLK PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P222613157,2022-09-18,500 W 27TH ST BALTIMORE MD,ND,Remington,21211
P222621396,2022-09-19,E PATAPSCO AV and S HANOVER ST BALTIMORE MD,SD,Brooklyn,21225
P222622474,2022-09-19,2100 BLK EDMONDSON AV BALTIMORE MD,WD,Midtown-Edmondson,21223
P220702930,2022-03-11,3400 ELMLEY AV BALTIMORE MD,NE,Belair-Edison,21213
P220713334,2022-03-12,200 N HILTON ST BALTIMORE MD,SW,Saint Josephs,21229
P220713455,2022-03-12,2500 W BELVEDERE AV BALTIMORE MD,ND,Levindale,21215
P223002721,2022-10-27,N PATTERSON PARK AV and E NORTH AV BALTIMORE MD,ED,South Clifton Park,21213
P223010314,2022-10-28,1700 E COLD SPRING LN BALTIMORE MD,NE,Morgan State University,21251
P220411134,2022-02-10,2800 BLK E FAYETTE ST BALTIMORE MD,SE,McElderry Park,21224
P221921737,2022-07-11,200 N CHARLES ST BALTIMORE MD,CD,Downtown,21201
P221932478,2022-07-12,YORK RD and WOODBOURNE AV BALTIMORE MD,ND,Mid-Govans,21212
P221933177,2022-07-12,6100 FORTVIEW WY BALTIMORE MD,SE,O'Donnell Heights,21224
P221941668,2022-07-13,2700 WASHINGTON BL BALTIMORE MD,SW,Morrell Park,21230
P222624507,2022-09-19,800 N ARLINGTON AV BALTIMORE MD,WD,Harlem Park,21217
P222630042,2022-09-20,1300 W MT ROYAL AV BALTIMORE MD,CD,Bolton Hill,21217
P222632039,2022-09-20,HILLEN RD and E 0TH ST BALTIMORE MD,NE,Coldstream Homestead Montebello,21218
P222634322,2022-09-20,4000 PENHURST AV BALTIMORE MD,NW,Dolfield,21215
P222643024,2022-09-21,ASHLAND AV and N PATTERSON PARK AV BALTIMORE MD,ED,Middle East,21205
P222652286,2022-09-22,2500 GREENMOUNT AV BALTIMORE MD,ED,Barclay,21218
P220741969,2022-03-15,2500 W BELVEDERE AV BALTIMORE MD,ND,Levindale,21215
P220753837,2022-03-16,2900 BAKER ST BALTIMORE MD,SW,Northwest Community Action,21216
P220754405,2022-03-16,600 COKESBURY AV BALTIMORE MD,ED,East Baltimore Midway,21218
P220763547,2022-03-17,100 S PRESIDENT ST BALTIMORE MD,SE,Jonestown,21202
P223042711,2022-10-31,YORK RD and MARKLAND AV BALTIMORE MD,ND,Homeland,21212
P223043243,2022-10-31,N GILMOR ST and HARLEM AV BALTIMORE MD,WD,Harlem Park,21217
P223052907,2022-11-01,600 AISQUITH ST BALTIMORE MD,ED,Oldtown,21202
P223061919,2022-11-02,W MULBERRY ST and N PACA ST BALTIMORE MD,CD,Downtown,21201
P223063307,2022-11-02,DRUID HILL AV and ISLAMIC WY BALTIMORE MD,CD,Upton,21217
P220431247,2022-02-12,2600 GREENMOUNT AV BALTIMORE MD,ND,Harwood,21218
P220441833,2022-02-13,800 W CROSS ST BALTIMORE MD,SD,Washington Village/Pigtown,21230
P221952062,2022-07-14,1700 RUSSELL ST BALTIMORE MD,SD,Carroll - Camden Industrial Area,21230
P221953345,2022-07-14,0 GORMAN AV BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P221953618,2022-07-14,800 CHAUNCEY AV BALTIMORE MD,CD,Reservoir Hill,21217
P221953758,2022-07-14,1500 BRADDISH AV BALTIMORE MD,SW,Coppin Heights/Ash-Co-East,21216
P221953850,2022-07-14,800 CHAUNCEY AV BALTIMORE MD,CD,Reservoir Hill,21217
P221963255,2022-07-15,500 N LAKEWOOD AV BALTIMORE MD,SE,McElderry Park,21205
P222653509,2022-09-22,200 S BENTALOU ST BALTIMORE MD,SW,Carrollton Ridge,21223
P222672462,2022-09-24,WESTSIDE SHOPPING CENTER BALTIMORE MD,SW,Millhill,21223
P220770954,2022-03-18,100 W LEE ST BALTIMORE MD,SD,Otterbein,21201
P220773850,2022-03-18,1300 CHURCH ST BALTIMORE MD,SD,Curtis Bay,21226
P220784458,2022-03-19,1300 N CAROLINE ST BALTIMORE MD,ED,Oliver,21213
P223075183,2022-11-03,1900 MCHENRY ST BALTIMORE MD,SD,Carrollton Ridge,21223
P223084253,2022-11-04,900 N CARROLLTON AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P223093984,2022-11-05,METRO STATION - COLD SPRING BALTIMORE MD,NW,Towanda-Grantley,21215
P220482794,2022-02-17,BRUNT ST and WILSON ST BALTIMORE MD,CD,Upton,21217
P220483093,2022-02-17,0 E 20TH ST BALTIMORE MD,ND,Charles North,21218
P220484191,2022-02-17,2500 BLK EDMONDSON AV BALTIMORE MD,WD,Rosemont Homeowners/Tenants,21223
P220490973,2022-02-18,4800 WILERN AV BALTIMORE MD,NW,Central Park Heights,21215
P220491854,2022-02-18,4200 ORCHARD RIDGE BL BALTIMORE MD,NE,Orchard Ridge,21213
P222693192,2022-09-26,MOYER AV and TAYLOR AV BALTIMORE MD,NE,North Harford Road,21234
P222694707,2022-09-26,S CAROLINE ST and FLEET ST BALTIMORE MD,SE,Fells Point,21231
P222704664,2022-09-27,3600 CLARENELL RD BALTIMORE MD,SW,Violetville,21229
P222713144,2022-09-28,1700 N BENTALOU ST BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P220810214,2022-03-22,1200 W OSTEND ST BALTIMORE MD,SD,Washington Village/Pigtown,21230
P220832722,2022-03-24,700 N DUKELAND ST BALTIMORE MD,WD,Mosher,21216
P223102714,2022-11-06,4300 ORCHARD RIDGE BL BALTIMORE MD,NE,Orchard Ridge,21213
P223102986,2022-11-06,700 HOMESTEAD ST BALTIMORE MD,ND,Better Waverly,21218
P223103566,2022-11-06,2600 N FRANKLINTOWN RD BALTIMORE MD,SW,Gwynns Falls/Leakin Park,21216
P223111077,2022-11-07,1200 E NORTH AV BALTIMORE MD,ED,East Baltimore Midway,21202
P223133035,2022-11-09,1100 DRUID HILL AV BALTIMORE MD,CD,Upton,21201
P220502242,2022-02-19,1900 N MILTON AV BALTIMORE MD,ED,Broadway East,21213
P220520026,2022-02-21,5300 CARRIAGE CT BALTIMORE MD,SW,Westgate,21229
P222033733,2022-07-22,600 E 34TH ST BALTIMORE MD,ND,Waverly,21218
P222721861,2022-09-29,800 BERRY ST BALTIMORE MD,ND,Hampden,21211
P221453733,2022-05-25,600 LAURENS ST BALTIMORE MD,CD,Upton,21217
P220863077,2022-03-27,1000 FORREST ST BALTIMORE MD,ED,Penn-Fallsway,21202
P220881587,2022-03-29,100 N FRONT ST BALTIMORE MD,SE,Jonestown,21202
P220533418,2022-02-22,3500 ELMORA AV BALTIMORE MD,NE,Belair-Edison,21213
P220540527,2022-02-23,800 W 35TH ST BALTIMORE MD,ND,Hampden,21211
P220543443,2022-02-23,500 CAMPBELLS LN BALTIMORE MD,ND,Belvedere,21212
P223142542,2022-11-10,2000 N BROADWAY BALTIMORE MD,ED,East Baltimore Midway,21213
P223153716,2022-11-11,2500 EDGECOMBE CI N BALTIMORE MD,ND,Parklane,21215
P223160312,2022-11-12,500 N LUZERNE AV BALTIMORE MD,SE,McElderry Park,21205
P223160742,2022-11-12,5300 ST CHARLES AV BALTIMORE MD,NW,Woodmere,21215
P223162948,2022-11-12,900 BETHUNE RD BALTIMORE MD,SD,Cherry Hill,21225
P223163329,2022-11-12,2500 LINDEN AV BALTIMORE MD,CD,Reservoir Hill,21217
P222074349,2022-07-26,S FULTON AV and LEMMON ST BALTIMORE MD,SD,Union Square,21223
P222760721,2022-10-03,7200 OLD HARFORD RD BALTIMORE MD,NE,North Harford Road,21234
P222775509,2022-10-04,1200 PONCA ST BALTIMORE MD,SE,Canton Industrial Area,21224
P220902038,2022-03-31,2000 EDMONDSON AV BALTIMORE MD,WD,Midtown-Edmondson,21223
P220911604,2022-04-01,PITCHER ST and PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P220913283,2022-04-01,3000 GIBBONS AV BALTIMORE MD,NE,Waltherson,21214
P220592998,2022-02-28,3600 POTEE ST BALTIMORE MD,SD,Brooklyn,21225
P223171264,2022-11-13,W NORTH AV and PENNSYLVANIA AV BALTIMORE MD,WD,Penn North,21217
P223172913,2022-11-13,LIGHT RAIL - WESTPORT BALTIMORE MD,SD,Westport,21230
P223195126,2022-11-15,W NORTH AV and N FULTON AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P222111605,2022-07-30,2000 CHRISTIAN ST BALTIMORE MD,SD,Carrollton Ridge,21223
P222791189,2022-10-06,4000 BENZINGER RD BALTIMORE MD,SW,Oaklee,21229
P222803707,2022-10-07,1100 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21201
P220930556,2022-04-03,1800 BLK W PRATT ST BALTIMORE MD,SD,Union Square,21223
P220930756,2022-04-03,400 BLK E EAGER ST BALTIMORE MD,ED,Johnston Square,21202
P220930933,2022-04-03,3400 ERDMAN AV BALTIMORE MD,NE,Belair-Edison,21213
P220952305,2022-04-05,3800 BLK W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P220642327,2022-03-05,E CHASE ST and N MONTFORD AV BALTIMORE MD,ED,Biddle Street,21213
P220651402,2022-03-06,6000 LILLYAN AV BALTIMORE MD,NE,Glenham-Belhar,21206
P223203701,2022-11-16,100 N CENTRAL AV BALTIMORE MD,SE,Pleasant View Gardens,21202
P223223586,2022-11-18,DUNDALK AV and O DONNELL ST BALTIMORE MD,SE,Graceland Park,21224
P223233665,2022-11-19,E BALTIMORE ST and S PATTERSON PARK AV BALTIMORE MD,SE,Butcher's Hill,21224
P222131496,2022-08-01,N LUZERNE AV and E EAGER ST BALTIMORE MD,ED,Milton-Montford,21205
P222132808,2022-08-01,1500 RAMSAY ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P222134276,2022-08-01,300 W REDWOOD ST BALTIMORE MD,CD,Downtown,21201
P222814543,2022-10-08,6000 ARIZONA AV BALTIMORE MD,NE,Cedonia,21206
P220992445,2022-04-09,N HIGHLAND AV and E FAYETTE ST BALTIMORE MD,SE,Patterson Park Neighborhood,21224
P220992708,2022-04-09,700 CHERRY HILL RD BALTIMORE MD,SD,Cherry Hill,21225
P220992845,2022-04-09,3200 LOHRS LN BALTIMORE MD,SW,Carroll-South Hilton,21229
P222154350,2022-08-03,1300 N WOODINGTON RD BALTIMORE MD,SW,Edmondson Village,21229
P222154555,2022-08-03,0 W MT VERNON PL BALTIMORE MD,CD,Mount Vernon,21201
P222161101,2022-08-04,3100 BLK BAKER ST BALTIMORE MD,SW,Rosemont,21216
P222180042,2022-08-06,6400 LOCH RAVEN BL BALTIMORE MD,NE,Loch Raven,21239
P222181935,2022-08-06,W NORTH AV and N CAREY ST BALTIMORE MD,WD,Penn North,21217
P223272926,2022-11-23,2100 WINDSOR GARDENS LN BALTIMORE MD,SW,Wakefield,21207
P222865150,2022-10-13,3900 BROOKLYN AV BALTIMORE MD,SD,Brooklyn,21225
P221001771,2022-04-10,1500 WINSTON AV BALTIMORE MD,NE,Stonewood-Pentwood-Winston,21239
P221002369,2022-04-10,1700 MADISON AV BALTIMORE MD,CD,Madison Park,21217
P221021328,2022-04-12,1500 SYCAMORE ST BALTIMORE MD,SD,Curtis Bay,21226
P221022267,2022-04-12,W BALTIMORE ST and S CAREY ST BALTIMORE MD,WD,Hollins Market,21223
P221023471,2022-04-12,5500 BELAIR RD BALTIMORE MD,NE,Waltherson,21206
P220711234,2022-03-12,500 BEAUMONT AV BALTIMORE MD,ND,Winston-Govans,21212
P220721736,2022-03-13,E BIDDLE ST and N PATTERSON PARK AV BALTIMORE MD,ED,Broadway East,21213
P220731614,2022-03-14,E FAYETTE ST and N WASHINGTON ST BALTIMORE MD,SE,CARE,21231
P222184133,2022-08-06,2300 ANNAPOLIS RD BALTIMORE MD,SD,Westport,21230
P222191611,2022-08-07,PARK HEIGHTS AV and CLARKS LN BALTIMORE MD,NW,Cross Country,21215
P222210046,2022-08-09,GOLD ST and MCCULLOH ST BALTIMORE MD,CD,Druid Heights,21217
P222213285,2022-08-09,SHARPE LEADENHALL ELEMENTARY SCHOOL PLAYGROUND BA BALTIMORE MD,SD,Sharp-Leadenhall,21230
P223282682,2022-11-24,400 E PATAPSCO AV BALTIMORE MD,SD,Brooklyn,21225
P223282791,2022-11-24,2400 E MONUMENT ST BALTIMORE MD,ED,Milton-Montford,21205
P223284071,2022-11-24,900 BLK CLAYMONT AV BALTIMORE MD,WD,Mosher,21216
P223321530,2022-11-28,600 W PATAPSCO AV BALTIMORE MD,SD,Cherry Hill,21225
P222904380,2022-10-17,300 N POPPLETON ST BALTIMORE MD,WD,Poppleton,21201
P222912133,2022-10-18,1700 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P222924120,2022-10-19,BOSTON ST and S EAST AV BALTIMORE MD,SE,Canton,21224
P220750047,2022-03-16,2000 N BROADWAY BALTIMORE MD,ED,South Clifton Park,21213
P220751587,2022-03-16,700 HUNTING PL BALTIMORE MD,SW,Hunting Ridge,21229
P220751610,2022-03-16,100 PALMER GREEN CT BALTIMORE MD,ND,Cross Keys,21210
P220763651,2022-03-17,MOSHER ST and N DUKELAND ST BALTIMORE MD,WD,Mosher,21216
P220782555,2022-03-19,3700 W BELVEDERE AV BALTIMORE MD,NW,Arlington,21215
P223343381,2022-11-30,2400 LIBERTY HEIGHTS AV BALTIMORE MD,WD,Mondawmin,21215
P223352363,2022-12-01,WESTSIDE SHOPPING CENTER BALTIMORE MD,SW,Millhill,21223
P223352689,2022-12-01,400 BLK N BROADWAY BALTIMORE MD,ED,Dunbar-Broadway,21287
P223362346,2022-12-02,4900 QUEENSBERRY AV BALTIMORE MD,NW,Central Park Heights,21215
P223363462,2022-12-02,3700 W BELVEDERE AV BALTIMORE MD,NW,Langston Hughes,21215
P222945358,2022-10-21,1600 CLARKSON ST BALTIMORE MD,SD,South Baltimore,21230
P222972074,2022-10-24,EDMONDSON VILLAGE SHOPPING CENTER BALTIMORE MD,SW,Rognel Heights,21229
P222972457,2022-10-24,BARCLAY ST and E 0TH ST BALTIMORE MD,ND,Barclay,21218
P221040989,2022-04-14,300 W 29TH ST BALTIMORE MD,ND,Remington,21211
P222233736,2022-08-11,6800 BOSTON AV BALTIMORE MD,SE,Graceland Park,21222
P222240077,2022-08-12,ST CHARLES AV and HAYWARD AV BALTIMORE MD,NW,Woodmere,21215
P222242419,2022-08-12,200 N MONTFORD AV BALTIMORE MD,SE,Patterson Place,21224
P222244575,2022-08-12,GIANT FOOD STORE BALTIMORE MD,SW,Hunting Ridge,21229
P222250622,2022-08-13,4400 PARKTON ST BALTIMORE MD,SW,Yale Heights,21229
P220801532,2022-03-21,1700 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P220802692,2022-03-21,WOODBROOK AV and N FULTON AV BALTIMORE MD,WD,Parkview/Woodbrook,21217
P220811493,2022-03-22,EDMONDSON AV and POPLAR GROVE ST BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P220823203,2022-03-23,1800 N FULTON AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P222992397,2022-10-26,1400 W NORTH AV BALTIMORE MD,WD,Druid Heights,21217
P222993973,2022-10-26,1500 N GILMOR ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P223371173,2022-12-03,1800 N MONROE ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P223401668,2022-12-06,E FEDERAL ST and N BOND ST BALTIMORE MD,ED,Oliver,21213
P221103789,2022-04-20,1200 W NORTHERN PY BALTIMORE MD,ND,North Roland Park/Poplar Hill,21209
P221110886,2022-04-21,200 #RM 13 BALTIMORE MD,CD,Mount Vernon,21201
P222251975,2022-08-13,2000 BRADDISH AV BALTIMORE MD,SW,Panway/Braddish Avenue,21216
P222254469,2022-08-13,1800 W FAYETTE ST BALTIMORE MD,WD,Franklin Square,21223
P222261091,2022-08-14,1600 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P222271491,2022-08-15,4700 GARRISON BL BALTIMORE MD,NW,Dolfield,21215
P222273422,2022-08-15,GREENMOUNT AV and E LORRAINE AV BALTIMORE MD,ND,Harwood,21218
P220843223,2022-03-25,2000 BLK GRIFFIS AV BALTIMORE MD,SW,Morrell Park,21230
P220852591,2022-03-26,400 S STRICKER ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P220852666,2022-03-26,1900 WILKENS AV BALTIMORE MD,SD,Carrollton Ridge,21223
P223012468,2022-10-28,HARFORD RD and HOMESTEAD ST BALTIMORE MD,NE,Clifton Park,21218
P223041094,2022-10-31,HANOVER ST BRIDGE BALTIMORE MD,SD,Spring Garden Industrial Area,21230
P223042437,2022-10-31,1400 EUTAW PL BALTIMORE MD,CD,Madison Park,21217
P223042717,2022-10-31,2600 GREENMOUNT AV BALTIMORE MD,ND,Better Waverly,21218
P222283751,2022-08-16,4100 WEST BAY CT BALTIMORE MD,SD,Brooklyn,21225
P222283994,2022-08-16,2400 BRENTWOOD AV BALTIMORE MD,ED,Barclay,21218
P222292716,2022-08-17,2800 BLK HARLEM AV BALTIMORE MD,WD,Mosher,21216
P222303642,2022-08-18,3800 ELMORA AV BALTIMORE MD,NE,Belair-Edison,21213
P222312378,2022-08-19,1900 N FULTON AV BALTIMORE MD,WD,Mondawmin,21217
P222312735,2022-08-19,5400 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P221120963,2022-04-22,E NORTH AV and N CHARLES ST BALTIMORE MD,CD,Charles North,21201
P221140715,2022-04-24,E PATAPSCO AV and 0TH ST BALTIMORE MD,SD,Brooklyn,21225
P221144295,2022-04-24,5800 WESTERN RUN DR BALTIMORE MD,NW,Cheswolde,21209
P221493347,2022-05-29,SHAKE AND BAKE FAMILY FUN CENTER BALTIMORE MD,CD,Upton,21217
P221502330,2022-05-30,1000 W BALTIMORE ST BALTIMORE MD,WD,Poppleton,21223
P220900855,2022-03-31,3700 ELMORA AV BALTIMORE MD,NE,Belair-Edison,21213
P223051641,2022-11-01,3100 BAKER ST BALTIMORE MD,SW,Rosemont,21216
P223062138,2022-11-02,600 N GLOVER ST BALTIMORE MD,SE,McElderry Park,21205
P223065087,2022-11-02,5400 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P223070322,2022-11-03,METRO STATION - MONDAWMIN BALTIMORE MD,WD,Mondawmin,21215
P223441914,2022-12-10,4000 BLK GWYNN OAK AV BALTIMORE MD,NW,West Arlington,21207
P223443160,2022-12-10,TRACI ATKINS FORMER WADING POOL BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P223462333,2022-12-12,E 0ST ST and GREENMOUNT AV BALTIMORE MD,ED,East Baltimore Midway,21218
P222342818,2022-08-22,N MILTON AV and MCELDERRY ST BALTIMORE MD,SE,McElderry Park,21205
P221160222,2022-04-26,3900 2ND ST BALTIMORE MD,SD,Brooklyn,21225
P221163460,2022-04-26,0TH ST and WASHBURN AV BALTIMORE MD,SD,Brooklyn,21225
P220904300,2022-03-31,1500 N MONROE ST BALTIMORE MD,WD,Easterwood,21217
P220912336,2022-04-01,2400 N CALVERT ST BALTIMORE MD,ND,Barclay,21218
P220912478,2022-04-01,200 N PACA ST BALTIMORE MD,CD,Downtown,21201
P220913575,2022-04-01,1000 LEADENHALL ST BALTIMORE MD,SD,Sharp-Leadenhall,21230
P220923662,2022-04-02,ORLEANS ST and N WOLFE ST BALTIMORE MD,SE,CARE,21287
P220924147,2022-04-02,METRO STATION - JOHNS HOPKINS BALTIMORE MD,ED,Gay Street,21205
P220924409,2022-04-02,DUNDALK AV and O DONNELL ST BALTIMORE MD,SE,Graceland Park,21224
P223075214,2022-11-03,2600 W LOMBARD ST BALTIMORE MD,SW,Shipley Hill,21223
P223080688,2022-11-04,600 ALLENDALE ST BALTIMORE MD,SW,Edgewood,21229
P223090211,2022-11-05,2100 PENNSYLVANIA AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P223090383,2022-11-05,1800 MARYLAND AV BALTIMORE MD,CD,Charles North,21201
P223480754,2022-12-14,E BALTIMORE ST and N CONKLING ST BALTIMORE MD,SE,Baltimore Highlands,21224
P223492753,2022-12-15,2900 E MADISON ST BALTIMORE MD,ED,Madison-Eastend,21205
P221193159,2022-04-29,400 JOPLIN ST BALTIMORE MD,SE,Bayview,21224
P221193857,2022-04-29,500 MAUDE AV BALTIMORE MD,SD,Brooklyn,21225
P222494538,2022-09-06,500 PRESSTMAN ST BALTIMORE MD,CD,Druid Heights,21217
P220641592,2022-03-05,1600 ASHBURTON ST BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P220660574,2022-03-07,4600 EASTERN AV BALTIMORE MD,SE,Greektown,21224
P222352804,2022-08-23,1100 BETHUNE RD BALTIMORE MD,SD,Cherry Hill,21225
P222372748,2022-08-25,600 LAURENS ST BALTIMORE MD,CD,Upton,21217
P220012074,2022-01-01,N FREMONT AV and LAURENS ST BALTIMORE MD,CD,Upton,21217
P220932215,2022-04-03,POTEE ST and W PATAPSCO AV BALTIMORE MD,SD,Brooklyn,21225
P220932959,2022-04-03,5000 PEMBRIDGE AV BALTIMORE MD,NW,Central Park Heights,21215
P220933354,2022-04-03,2200 SIDNEY AV BALTIMORE MD,SD,Westport,21230
P223111272,2022-11-07,3700 S HANOVER ST BALTIMORE MD,SD,Brooklyn,21225
P223112349,2022-11-07,400 S HOWARD ST BALTIMORE MD,SD,Stadium Area,21201
P221811416,2022-06-30,N PORT ST and E NORTH AV BALTIMORE MD,ED,Broadway East,21213
P221812277,2022-06-30,E LOMBARD ST and S EATON ST BALTIMORE MD,SE,Baltimore Highlands,21224
P221813418,2022-06-30,5200 DENMORE AV BALTIMORE MD,NW,Arlington,21215
P220061354,2022-01-06,200 S PAYSON ST BALTIMORE MD,SD,Carrollton Ridge,21223
P220061870,2022-01-06,600 N MONTFORD AV BALTIMORE MD,SE,McElderry Park,21205
P220061966,2022-01-06,HOMEWOOD AV and COKESBURY AV BALTIMORE MD,ED,East Baltimore Midway,21218
P220061970,2022-01-06,HOMEWOOD AV and E 0ND ST BALTIMORE MD,ED,East Baltimore Midway,21218
P220082208,2022-01-08,400 WATTY CT BALTIMORE MD,CD,Upton,21201
P221233472,2022-05-03,300 W PRATT ST BALTIMORE MD,CD,Downtown West,21201
P221262543,2022-05-06,400 W LEXINGTON ST BALTIMORE MD,CD,Downtown,21201
P220662400,2022-03-07,4900 PALMER AV BALTIMORE MD,NW,Central Park Heights,21215
P220672989,2022-03-08,1700 E CHASE ST BALTIMORE MD,ED,Middle East,21213
P220673146,2022-03-08,1400 W NORTH AV BALTIMORE MD,WD,Druid Heights,21217
P220690165,2022-03-10,3700 OAKMONT AV BALTIMORE MD,NW,Langston Hughes,21215
P220692614,2022-03-10,5800 EASTERN AV BALTIMORE MD,SE,Pulaski Industrial Area,21224
P220973589,2022-04-07,1700 THAMES ST BALTIMORE MD,SE,Fells Point,21231
P223145499,2022-11-10,900 N BENTALOU ST BALTIMORE MD,WD,Bridgeview/Greenlawn,21216
P223151119,2022-11-11,4000 CHESMONT AV BALTIMORE MD,NE,Waltherson,21206
P221820997,2022-07-01,700 MCKEWIN AV BALTIMORE MD,ND,Waverly,21218
P221822642,2022-07-01,300 W PRATT ST BALTIMORE MD,CD,Downtown West,21201
P221842498,2022-07-03,500 W PRESTON ST BALTIMORE MD,CD,Upton,21201
P220101770,2022-01-10,1100 POPLAR GROVE ST BALTIMORE MD,SW,Winchester,21216
P220111377,2022-01-11,PENNSYLVANIA AV and PITCHER ST BALTIMORE MD,CD,Upton,21217
P220111551,2022-01-11,1300 WINCHESTER ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P221271077,2022-05-07,4000 MORTIMER AV BALTIMORE MD,NW,Glen,21215
P222875242,2022-10-14,100 S HAVEN ST BALTIMORE MD,SE,Baltimore Highlands,21224
P220702659,2022-03-11,GREENMOUNT AV and E 0TH ST BALTIMORE MD,ND,Better Waverly,21218
P220721739,2022-03-13,N CONKLING ST and E FAIRMOUNT AV BALTIMORE MD,SE,Baltimore Highlands,21224
P220723516,2022-03-13,4200 THAYER CT BALTIMORE MD,SD,Brooklyn,21225
P220731581,2022-03-14,E LAFAYETTE AV and N WASHINGTON ST BALTIMORE MD,ED,Broadway East,21213
P220732819,2022-03-14,2300 LIBERTY HEIGHTS AV BALTIMORE MD,WD,Mondawmin,21215
P221001883,2022-04-10,5900 SMITH AV BALTIMORE MD,ND,Mount Washington,21209
P221023916,2022-04-12,CENTRAL BOOKING BALTIMORE MD,ED,Penn-Fallsway,21202
P223211056,2022-11-17,700 E 25TH ST BALTIMORE MD,NE,East Baltimore Midway,21218
